words,pos_likelihood,neg_likelihood
magnanimously,0.01,0.0
magnificence,0.01,0.0
magnificent,0.01,0.0
magnificently,0.01,0.0
majestic,0.01,0.0
majesty,0.01,0.0
manageable,0.01,0.0
maneuverable,0.01,0.0
marvel,0.01,0.0
marveled,0.01,0.0
marvelled,0.01,0.0
marvellous,0.01,0.0
marvelous,0.01,0.0
marvelously,0.01,0.0
marvelousness,0.01,0.0
marvels,0.01,0.0
master,0.01,0.0
masterful,0.01,0.0
masterfully,0.01,0.0
masterpiece,0.01,0.0
masterpieces,0.01,0.0
masters,0.01,0.0
mastery,0.01,0.0
matchless,0.01,0.0
mature,0.01,0.0
maturely,0.01,0.0
maturity,0.01,0.0
meaningful,0.01,0.0
memorable,0.01,0.0
merciful,0.01,0.0
mercifully,0.01,0.0
mercy,0.01,0.0
merit,0.01,0.0
meritorious,0.01,0.0
merrily,0.01,0.0
merriment,0.01,0.0
merriness,0.01,0.0
merry,0.01,0.0
mesmerize,0.01,0.0
mesmerized,0.01,0.0
mesmerizes,0.01,0.0
mesmerizing,0.01,0.0
mesmerizingly,0.01,0.0
meticulous,0.01,0.0
meticulously,0.01,0.0
mightily,0.01,0.0
mighty,0.01,0.0
mind-blowing,0.01,0.0
miracle,0.01,0.0
miracles,0.01,0.0
miraculous,0.01,0.0
miraculously,0.01,0.0
miraculousness,0.01,0.0
modern,0.01,0.0
modest,0.01,0.0
modesty,0.01,0.0
momentous,0.01,0.0
monumental,0.01,0.0
monumentally,0.01,0.0
morality,0.01,0.0
motivated,0.01,0.0
multi-purpose,0.01,0.0
navigable,0.01,0.0
neat,0.01,0.0
neatest,0.01,0.0
neatly,0.01,0.0
nice,0.01,0.0
nicely,0.01,0.0
nicer,0.01,0.0
nicest,0.01,0.0
nifty,0.01,0.0
nimble,0.01,0.0
noble,0.01,0.0
nobly,0.01,0.0
noiseless,0.01,0.0
non-violence,0.01,0.0
non-violent,0.01,0.0
notably,0.01,0.0
noteworthy,0.01,0.0
nourish,0.01,0.0
nourishing,0.01,0.0
nourishment,0.01,0.0
novelty,0.01,0.0
nurturing,0.01,0.0
oasis,0.01,0.0
obsession,0.01,0.0
obsessions,0.01,0.0
obtainable,0.01,0.0
openly,0.01,0.0
openness,0.01,0.0
optimal,0.01,0.0
optimism,0.01,0.0
optimistic,0.01,0.0
opulent,0.01,0.0
orderly,0.01,0.0
originality,0.01,0.0
outdo,0.01,0.0
outdone,0.01,0.0
outperform,0.01,0.0
outperformed,0.01,0.0
outperforming,0.01,0.0
outperforms,0.01,0.0
outshine,0.01,0.0
outshone,0.01,0.0
outsmart,0.01,0.0
outstanding,0.01,0.0
outstandingly,0.01,0.0
outstrip,0.01,0.0
outwit,0.01,0.0
ovation,0.01,0.0
overjoyed,0.01,0.0
overtake,0.01,0.0
overtaken,0.01,0.0
overtakes,0.01,0.0
overtaking,0.01,0.0
overtook,0.01,0.0
overture,0.01,0.0
pain-free,0.01,0.0
painless,0.01,0.0
painlessly,0.01,0.0
palatial,0.01,0.0
pamper,0.01,0.0
pampered,0.01,0.0
pamperedly,0.01,0.0
pamperedness,0.01,0.0
pampers,0.01,0.0
panoramic,0.01,0.0
paradise,0.01,0.0
paramount,0.01,0.0
pardon,0.01,0.0
passion,0.01,0.0
passionate,0.01,0.0
passionately,0.01,0.0
patience,0.01,0.0
patient,0.01,0.0
patiently,0.01,0.0
patriot,0.01,0.0
patriotic,0.01,0.0
peace,0.01,0.0
peaceable,0.01,0.0
peaceful,0.01,0.0
peacefully,0.01,0.0
peacekeepers,0.01,0.0
peach,0.01,0.0
peerless,0.01,0.0
pep,0.01,0.0
pepped,0.01,0.0
pepping,0.01,0.0
peppy,0.01,0.0
peps,0.01,0.0
perfect,0.01,0.0
perfection,0.01,0.0
perfectly,0.01,0.0
permissible,0.01,0.0
perseverance,0.01,0.0
persevere,0.01,0.0
personages,0.01,0.0
personalized,0.01,0.0
phenomenal,0.01,0.0
phenomenally,0.01,0.0
picturesque,0.01,0.0
piety,0.01,0.0
pinnacle,0.01,0.0
playful,0.01,0.0
playfully,0.01,0.0
pleasant,0.01,0.0
pleasantly,0.01,0.0
pleased,0.01,0.0
pleases,0.01,0.0
pleasing,0.01,0.0
pleasingly,0.01,0.0
pleasurable,0.01,0.0
pleasurably,0.01,0.0
pleasure,0.01,0.0
plentiful,0.01,0.0
pluses,0.01,0.0
plush,0.01,0.0
plusses,0.01,0.0
poetic,0.01,0.0
poeticize,0.01,0.0
poignant,0.01,0.0
poise,0.01,0.0
poised,0.01,0.0
polished,0.01,0.0
polite,0.01,0.0
politeness,0.01,0.0
popular,0.01,0.0
portable,0.01,0.0
posh,0.01,0.0
positive,0.01,0.0
positively,0.01,0.0
positives,0.01,0.0
powerful,0.01,0.0
powerfully,0.01,0.0
praise,0.01,0.0
praiseworthy,0.01,0.0
praising,0.01,0.0
pre-eminent,0.01,0.0
precious,0.01,0.0
precise,0.01,0.0
precisely,0.01,0.0
preeminent,0.01,0.0
prefer,0.01,0.0
preferable,0.01,0.0
preferably,0.01,0.0
prefered,0.01,0.0
preferes,0.01,0.0
preferring,0.01,0.0
prefers,0.01,0.0
premier,0.01,0.0
prestige,0.01,0.0
prestigious,0.01,0.0
prettily,0.01,0.0
pretty,0.01,0.0
priceless,0.01,0.0
pride,0.01,0.0
principled,0.01,0.0
privilege,0.01,0.0
privileged,0.01,0.0
prize,0.01,0.0
proactive,0.01,0.0
problem-free,0.01,0.0
problem-solver,0.01,0.0
prodigious,0.01,0.0
prodigiously,0.01,0.0
prodigy,0.01,0.0
productive,0.01,0.0
productively,0.01,0.0
proficient,0.01,0.0
proficiently,0.01,0.0
profound,0.01,0.0
profoundly,0.01,0.0
profuse,0.01,0.0
profusion,0.01,0.0
progress,0.01,0.0
progressive,0.01,0.0
prolific,0.01,0.0
prominence,0.01,0.0
prominent,0.01,0.0
promise,0.01,0.0
promised,0.01,0.0
promises,0.01,0.0
promising,0.01,0.0
promoter,0.01,0.0
prompt,0.01,0.0
promptly,0.01,0.0
proper,0.01,0.0
properly,0.01,0.0
propitious,0.01,0.0
propitiously,0.01,0.0
pros,0.01,0.0
prosper,0.01,0.0
prosperity,0.01,0.0
prosperous,0.01,0.0
prospros,0.01,0.0
protect,0.01,0.0
protection,0.01,0.0
protective,0.01,0.0
proud,0.01,0.0
proven,0.01,0.0
proves,0.01,0.0
providence,0.01,0.0
proving,0.01,0.0
prowess,0.01,0.0
prudence,0.01,0.0
prudent,0.01,0.0
prudently,0.01,0.0
punctual,0.01,0.0
pure,0.01,0.0
purify,0.01,0.0
purposeful,0.01,0.0
quaint,0.01,0.0
qualified,0.01,0.0
qualify,0.01,0.0
quicker,0.01,0.0
quiet,0.01,0.0
quieter,0.01,0.0
radiance,0.01,0.0
radiant,0.01,0.0
rapid,0.01,0.0
rapport,0.01,0.0
rapt,0.01,0.0
rapture,0.01,0.0
raptureous,0.01,0.0
raptureously,0.01,0.0
rapturous,0.01,0.0
rapturously,0.01,0.0
rational,0.01,0.0
razor-sharp,0.01,0.0
reachable,0.01,0.0
readable,0.01,0.0
readily,0.01,0.0
ready,0.01,0.0
reaffirm,0.01,0.0
reaffirmation,0.01,0.0
realistic,0.01,0.0
realizable,0.01,0.0
reasonable,0.01,0.0
reasonably,0.01,0.0
reasoned,0.01,0.0
reassurance,0.01,0.0
reassure,0.01,0.0
receptive,0.01,0.0
reclaim,0.01,0.0
recomend,0.01,0.0
recommend,0.01,0.0
recommendation,0.01,0.0
recommendations,0.01,0.0
recommended,0.01,0.0
reconcile,0.01,0.0
reconciliation,0.01,0.0
record-setting,0.01,0.0
recover,0.01,0.0
recovery,0.01,0.0
rectification,0.01,0.0
rectify,0.01,0.0
rectifying,0.01,0.0
redeem,0.01,0.0
redeeming,0.01,0.0
redemption,0.01,0.0
refine,0.01,0.0
refined,0.01,0.0
refinement,0.01,0.0
reform,0.01,0.0
reformed,0.01,0.0
reforming,0.01,0.0
reforms,0.01,0.0
refresh,0.01,0.0
refreshed,0.01,0.0
refreshing,0.01,0.0
refund,0.01,0.0
refunded,0.01,0.0
regal,0.01,0.0
regally,0.01,0.0
regard,0.01,0.0
rejoice,0.01,0.0
rejoicing,0.01,0.0
rejoicingly,0.01,0.0
rejuvenate,0.01,0.0
rejuvenated,0.01,0.0
rejuvenating,0.01,0.0
relaxed,0.01,0.0
relent,0.01,0.0
reliable,0.01,0.0
reliably,0.01,0.0
relief,0.01,0.0
relish,0.01,0.0
remarkable,0.01,0.0
remarkably,0.01,0.0
remedy,0.01,0.0
remission,0.01,0.0
remunerate,0.01,0.0
renaissance,0.01,0.0
renewed,0.01,0.0
renown,0.01,0.0
renowned,0.01,0.0
replaceable,0.01,0.0
reputable,0.01,0.0
reputation,0.01,0.0
resilient,0.01,0.0
resolute,0.01,0.0
resound,0.01,0.0
resounding,0.01,0.0
resourceful,0.01,0.0
resourcefulness,0.01,0.0
respect,0.01,0.0
respectable,0.01,0.0
respectful,0.01,0.0
respectfully,0.01,0.0
respite,0.01,0.0
resplendent,0.01,0.0
responsibly,0.01,0.0
responsive,0.01,0.0
restful,0.01,0.0
restored,0.01,0.0
restructure,0.01,0.0
restructured,0.01,0.0
restructuring,0.01,0.0
retractable,0.01,0.0
revel,0.01,0.0
revelation,0.01,0.0
revere,0.01,0.0
reverence,0.01,0.0
reverent,0.01,0.0
reverently,0.01,0.0
revitalize,0.01,0.0
revival,0.01,0.0
revive,0.01,0.0
revives,0.01,0.0
revolutionary,0.01,0.0
revolutionize,0.01,0.0
revolutionized,0.01,0.0
revolutionizes,0.01,0.0
reward,0.01,0.0
rewarding,0.01,0.0
rewardingly,0.01,0.0
rich,0.01,0.0
richer,0.01,0.0
richly,0.01,0.0
richness,0.01,0.0
right,0.01,0.0
righten,0.01,0.0
righteous,0.01,0.0
righteously,0.01,0.0
righteousness,0.01,0.0
rightful,0.01,0.0
rightfully,0.01,0.0
rightly,0.01,0.0
rightness,0.01,0.0
risk-free,0.01,0.0
robust,0.01,0.0
rock-star,0.01,0.0
rock-stars,0.01,0.0
rockstar,0.01,0.0
rockstars,0.01,0.0
romantic,0.01,0.0
romantically,0.01,0.0
romanticize,0.01,0.0
roomier,0.01,0.0
roomy,0.01,0.0
rosy,0.01,0.0
safe,0.01,0.0
safely,0.01,0.0
sagacity,0.01,0.0
sagely,0.01,0.0
saint,0.01,0.0
saintliness,0.01,0.0
saintly,0.01,0.0
salutary,0.01,0.0
salute,0.01,0.0
sane,0.01,0.0
satisfactorily,0.01,0.0
satisfactory,0.01,0.0
satisfied,0.01,0.0
satisfies,0.01,0.0
satisfy,0.01,0.0
satisfying,0.01,0.0
satisified,0.01,0.0
saver,0.01,0.0
savings,0.01,0.0
savior,0.01,0.0
savvy,0.01,0.0
scenic,0.01,0.0
seamless,0.01,0.0
seasoned,0.01,0.0
secure,0.01,0.0
securely,0.01,0.0
selective,0.01,0.0
self-determination,0.01,0.0
self-respect,0.01,0.0
self-satisfaction,0.01,0.0
self-sufficiency,0.01,0.0
self-sufficient,0.01,0.0
sensation,0.01,0.0
sensational,0.01,0.0
sensationally,0.01,0.0
sensations,0.01,0.0
sensible,0.01,0.0
sensibly,0.01,0.0
sensitive,0.01,0.0
serene,0.01,0.0
serenity,0.01,0.0
sexy,0.01,0.0
sharp,0.01,0.0
sharper,0.01,0.0
sharpest,0.01,0.0
shimmering,0.01,0.0
shimmeringly,0.01,0.0
shine,0.01,0.0
shiny,0.01,0.0
significant,0.01,0.0
silent,0.01,0.0
simpler,0.01,0.0
simplest,0.01,0.0
simplified,0.01,0.0
simplifies,0.01,0.0
simplify,0.01,0.0
simplifying,0.01,0.0
sincere,0.01,0.0
sincerely,0.01,0.0
sincerity,0.01,0.0
skill,0.01,0.0
skilled,0.01,0.0
skillful,0.01,0.0
skillfully,0.01,0.0
slammin,0.01,0.0
sleek,0.01,0.0
slick,0.01,0.0
smart,0.01,0.0
smarter,0.01,0.0
smartest,0.01,0.0
smartly,0.01,0.0
smile,0.01,0.0
smiles,0.01,0.0
smiling,0.01,0.0
smilingly,0.01,0.0
smitten,0.01,0.0
smooth,0.01,0.0
smoother,0.01,0.0
smoothes,0.01,0.0
smoothest,0.01,0.0
smoothly,0.01,0.0
snappy,0.01,0.0
snazzy,0.01,0.0
sociable,0.01,0.0
soft,0.01,0.0
softer,0.01,0.0
solace,0.01,0.0
solicitous,0.01,0.0
solicitously,0.01,0.0
solid,0.01,0.0
solidarity,0.01,0.0
soothe,0.01,0.0
soothingly,0.01,0.0
sophisticated,0.01,0.0
soulful,0.01,0.0
soundly,0.01,0.0
soundness,0.01,0.0
spacious,0.01,0.0
sparkle,0.01,0.0
sparkling,0.01,0.0
spectacular,0.01,0.0
spectacularly,0.01,0.0
speedily,0.01,0.0
speedy,0.01,0.0
spellbind,0.01,0.0
spellbinding,0.01,0.0
spellbindingly,0.01,0.0
spellbound,0.01,0.0
spirited,0.01,0.0
spiritual,0.01,0.0
splendid,0.01,0.0
splendidly,0.01,0.0
splendor,0.01,0.0
spontaneous,0.01,0.0
sporty,0.01,0.0
spotless,0.01,0.0
sprightly,0.01,0.0
stability,0.01,0.0
stabilize,0.01,0.0
stable,0.01,0.0
stainless,0.01,0.0
standout,0.01,0.0
state-of-the-art,0.01,0.0
stately,0.01,0.0
statuesque,0.01,0.0
staunch,0.01,0.0
staunchly,0.01,0.0
staunchness,0.01,0.0
steadfast,0.01,0.0
steadfastly,0.01,0.0
steadfastness,0.01,0.0
steadiest,0.01,0.0
steadiness,0.01,0.0
steady,0.01,0.0
stellar,0.01,0.0
stellarly,0.01,0.0
stimulate,0.01,0.0
stimulates,0.01,0.0
stimulating,0.01,0.0
stimulative,0.01,0.0
stirringly,0.01,0.0
straighten,0.01,0.0
straightforward,0.01,0.0
streamlined,0.01,0.0
striking,0.01,0.0
strikingly,0.01,0.0
striving,0.01,0.0
strong,0.01,0.0
stronger,0.01,0.0
strongest,0.01,0.0
stunned,0.01,0.0
stunning,0.01,0.0
stunningly,0.01,0.0
stupendous,0.01,0.0
stupendously,0.01,0.0
sturdier,0.01,0.0
sturdy,0.01,0.0
stylish,0.01,0.0
stylishly,0.01,0.0
stylized,0.01,0.0
suave,0.01,0.0
suavely,0.01,0.0
sublime,0.01,0.0
subsidize,0.01,0.0
subsidized,0.01,0.0
subsidizes,0.01,0.0
subsidizing,0.01,0.0
substantive,0.01,0.0
succeed,0.01,0.0
succeeded,0.01,0.0
succeeding,0.01,0.0
succeeds,0.01,0.0
succes,0.01,0.0
success,0.01,0.0
successes,0.01,0.0
successful,0.01,0.0
successfully,0.01,0.0
suffice,0.01,0.0
sufficed,0.01,0.0
suffices,0.01,0.0
sufficient,0.01,0.0
sufficiently,0.01,0.0
suitable,0.01,0.0
sumptuous,0.01,0.0
sumptuously,0.01,0.0
sumptuousness,0.01,0.0
super,0.01,0.0
superb,0.01,0.0
superbly,0.01,0.0
superior,0.01,0.0
superiority,0.01,0.0
supple,0.01,0.0
support,0.01,0.0
supported,0.01,0.0
supporter,0.01,0.0
supporting,0.01,0.0
supportive,0.01,0.0
supports,0.01,0.0
supremacy,0.01,0.0
supreme,0.01,0.0
supremely,0.01,0.0
supurb,0.01,0.0
supurbly,0.01,0.0
surmount,0.01,0.0
surpass,0.01,0.0
surreal,0.01,0.0
survival,0.01,0.0
survivor,0.01,0.0
sustainability,0.01,0.0
sustainable,0.01,0.0
swank,0.01,0.0
swankier,0.01,0.0
swankiest,0.01,0.0
swanky,0.01,0.0
sweeping,0.01,0.0
sweet,0.01,0.0
sweeten,0.01,0.0
sweetheart,0.01,0.0
sweetly,0.01,0.0
sweetness,0.01,0.0
swift,0.01,0.0
swiftness,0.01,0.0
talent,0.01,0.0
talented,0.01,0.0
talents,0.01,0.0
tantalize,0.01,0.0
tantalizing,0.01,0.0
tantalizingly,0.01,0.0
tempt,0.01,0.0
tempting,0.01,0.0
temptingly,0.01,0.0
tenacious,0.01,0.0
tenaciously,0.01,0.0
tenacity,0.01,0.0
tender,0.01,0.0
tenderly,0.01,0.0
terrific,0.01,0.0
terrifically,0.01,0.0
thank,0.01,0.0
thankful,0.01,0.0
thinner,0.01,0.0
thoughtful,0.01,0.0
thoughtfully,0.01,0.0
thoughtfulness,0.01,0.0
thrift,0.01,0.0
thrifty,0.01,0.0
thrill,0.01,0.0
thrilled,0.01,0.0
thrilling,0.01,0.0
thrillingly,0.01,0.0
thrills,0.01,0.0
thrive,0.01,0.0
thriving,0.01,0.0
thumb-up,0.01,0.0
thumbs-up,0.01,0.0
tickle,0.01,0.0
tidy,0.01,0.0
time-honored,0.01,0.0
timely,0.01,0.0
tingle,0.01,0.0
titillate,0.01,0.0
titillating,0.01,0.0
titillatingly,0.01,0.0
togetherness,0.01,0.0
tolerable,0.01,0.0
toll-free,0.01,0.0
top,0.01,0.0
top-notch,0.01,0.0
top-quality,0.01,0.0
topnotch,0.01,0.0
tops,0.01,0.0
tough,0.01,0.0
tougher,0.01,0.0
toughest,0.01,0.0
traction,0.01,0.0
tranquil,0.01,0.0
tranquility,0.01,0.0
transparent,0.01,0.0
treasure,0.01,0.0
tremendously,0.01,0.0
trendy,0.01,0.0
triumph,0.01,0.0
triumphal,0.01,0.0
triumphant,0.01,0.0
triumphantly,0.01,0.0
trivially,0.01,0.0
trophy,0.01,0.0
trouble-free,0.01,0.0
trump,0.01,0.0
trumpet,0.01,0.0
trust,0.01,0.0
trusted,0.01,0.0
trusting,0.01,0.0
trustingly,0.01,0.0
trustworthiness,0.01,0.0
trustworthy,0.01,0.0
trusty,0.01,0.0
truthful,0.01,0.0
truthfully,0.01,0.0
truthfulness,0.01,0.0
twinkly,0.01,0.0
ultra-crisp,0.01,0.0
unabashed,0.01,0.0
unabashedly,0.01,0.0
unaffected,0.01,0.0
unassailable,0.01,0.0
unbeatable,0.01,0.0
unbiased,0.01,0.0
unbound,0.01,0.0
uncomplicated,0.01,0.0
unconditional,0.01,0.0
undamaged,0.01,0.0
undaunted,0.01,0.0
understandable,0.01,0.0
undisputable,0.01,0.0
undisputably,0.01,0.0
undisputed,0.01,0.0
unencumbered,0.01,0.0
unequivocal,0.01,0.0
unequivocally,0.01,0.0
unfazed,0.01,0.0
unfettered,0.01,0.0
unforgettable,0.01,0.0
unity,0.01,0.0
unlimited,0.01,0.0
unmatched,0.01,0.0
unparalleled,0.01,0.0
unquestionable,0.01,0.0
unquestionably,0.01,0.0
unreal,0.01,0.0
unrestricted,0.01,0.0
unrivaled,0.01,0.0
unselfish,0.01,0.0
unwavering,0.01,0.0
upbeat,0.01,0.0
upgradable,0.01,0.0
upgradeable,0.01,0.0
upgraded,0.01,0.0
upheld,0.01,0.0
uphold,0.01,0.0
uplift,0.01,0.0
uplifting,0.01,0.0
upliftingly,0.01,0.0
upliftment,0.01,0.0
upscale,0.01,0.0
usable,0.01,0.0
useable,0.01,0.0
useful,0.01,0.0
user-friendly,0.01,0.0
user-replaceable,0.01,0.0
valiant,0.01,0.0
valiantly,0.01,0.0
valor,0.01,0.0
valuable,0.01,0.0
variety,0.01,0.0
venerate,0.01,0.0
verifiable,0.01,0.0
veritable,0.01,0.0
versatile,0.01,0.0
versatility,0.01,0.0
vibrant,0.01,0.0
vibrantly,0.01,0.0
victorious,0.01,0.0
victory,0.01,0.0
viewable,0.01,0.0
vigilance,0.01,0.0
vigilant,0.01,0.0
virtue,0.01,0.0
virtuous,0.01,0.0
virtuously,0.01,0.0
visionary,0.01,0.0
vivacious,0.01,0.0
vivid,0.01,0.0
vouch,0.01,0.0
vouchsafe,0.01,0.0
warm,0.01,0.0
warmer,0.01,0.0
warmhearted,0.01,0.0
warmly,0.01,0.0
warmth,0.01,0.0
wealthy,0.01,0.0
welcome,0.01,0.0
well,0.01,0.0
well-backlit,0.01,0.0
well-balanced,0.01,0.0
well-behaved,0.01,0.0
well-being,0.01,0.0
well-bred,0.01,0.0
well-connected,0.01,0.0
well-educated,0.01,0.0
well-established,0.01,0.0
well-informed,0.01,0.0
well-intentioned,0.01,0.0
well-known,0.01,0.0
well-made,0.01,0.0
well-managed,0.01,0.0
well-mannered,0.01,0.0
well-positioned,0.01,0.0
well-received,0.01,0.0
well-regarded,0.01,0.0
well-rounded,0.01,0.0
well-run,0.01,0.0
well-wishers,0.01,0.0
wellbeing,0.01,0.0
whoa,0.01,0.0
wholeheartedly,0.01,0.0
wholesome,0.01,0.0
whooa,0.01,0.0
whoooa,0.01,0.0
wieldy,0.01,0.0
willing,0.01,0.0
willingly,0.01,0.0
willingness,0.01,0.0
win,0.01,0.0
windfall,0.01,0.0
winnable,0.01,0.0
winner,0.01,0.0
winners,0.01,0.0
winning,0.01,0.0
wins,0.01,0.0
wisdom,0.01,0.0
wise,0.01,0.0
wisely,0.01,0.0
witty,0.01,0.0
won,0.01,0.0
wonder,0.01,0.0
wonderful,0.01,0.0
wonderfully,0.01,0.0
wonderous,0.01,0.0
wonderously,0.01,0.0
wonders,0.01,0.0
wondrous,0.01,0.0
woo,0.01,0.0
work,0.01,0.0
workable,0.01,0.0
worked,0.01,0.0
works,0.01,0.0
world-famous,0.01,0.0
worth,0.01,0.0
worth-while,0.01,0.0
worthiness,0.01,0.0
worthwhile,0.01,0.0
worthy,0.01,0.0
wow,0.01,0.0
wowed,0.01,0.0
wowing,0.01,0.0
wows,0.01,0.0
yay,0.01,0.0
youthful,0.01,0.0
zeal,0.01,0.0
zenith,0.01,0.0
zest,0.01,0.0
zippy,0.01,0.0
2-faced,0.0,0.01
2-faces,0.0,0.01
abnormal,0.0,0.01
abolish,0.0,0.01
abominable,0.0,0.01
abominably,0.0,0.01
abominate,0.0,0.01
abomination,0.0,0.01
abort,0.0,0.01
aborted,0.0,0.01
aborts,0.0,0.01
abrade,0.0,0.01
abrasive,0.0,0.01
abrupt,0.0,0.01
abruptly,0.0,0.01
abscond,0.0,0.01
absence,0.0,0.01
absent-minded,0.0,0.01
absentee,0.0,0.01
absurd,0.0,0.01
absurdity,0.0,0.01
absurdly,0.0,0.01
absurdness,0.0,0.01
abuse,0.0,0.01
abused,0.0,0.01
abuses,0.0,0.01
abusive,0.0,0.01
abysmal,0.0,0.01
abysmally,0.0,0.01
abyss,0.0,0.01
accidental,0.0,0.01
accost,0.0,0.01
accursed,0.0,0.01
accusation,0.0,0.01
accusations,0.0,0.01
accuse,0.0,0.01
accuses,0.0,0.01
accusing,0.0,0.01
accusingly,0.0,0.01
acerbate,0.0,0.01
acerbic,0.0,0.01
acerbically,0.0,0.01
ache,0.0,0.01
ached,0.0,0.01
aches,0.0,0.01
achey,0.0,0.01
aching,0.0,0.01
acrid,0.0,0.01
acridly,0.0,0.01
acridness,0.0,0.01
acrimonious,0.0,0.01
acrimoniously,0.0,0.01
acrimony,0.0,0.01
adamant,0.0,0.01
adamantly,0.0,0.01
addict,0.0,0.01
addicted,0.0,0.01
addicting,0.0,0.01
addicts,0.0,0.01
admonish,0.0,0.01
admonisher,0.0,0.01
admonishingly,0.0,0.01
admonishment,0.0,0.01
admonition,0.0,0.01
adulterate,0.0,0.01
adulterated,0.0,0.01
adulteration,0.0,0.01
adulterier,0.0,0.01
adversarial,0.0,0.01
adversary,0.0,0.01
adverse,0.0,0.01
adversity,0.0,0.01
afflict,0.0,0.01
affliction,0.0,0.01
afflictive,0.0,0.01
affront,0.0,0.01
afraid,0.0,0.01
aggravate,0.0,0.01
aggravating,0.0,0.01
aggravation,0.0,0.01
aggression,0.0,0.01
aggressive,0.0,0.01
aggressiveness,0.0,0.01
aggressor,0.0,0.01
aggrieve,0.0,0.01
aggrieved,0.0,0.01
aggrivation,0.0,0.01
aghast,0.0,0.01
agonies,0.0,0.01
agonize,0.0,0.01
agonizing,0.0,0.01
agonizingly,0.0,0.01
agony,0.0,0.01
aground,0.0,0.01
ail,0.0,0.01
ailing,0.0,0.01
ailment,0.0,0.01
aimless,0.0,0.01
alarm,0.0,0.01
alarmed,0.0,0.01
alarming,0.0,0.01
alarmingly,0.0,0.01
alienate,0.0,0.01
alienated,0.0,0.01
alienation,0.0,0.01
allegation,0.0,0.01
allegations,0.0,0.01
allege,0.0,0.01
allergic,0.0,0.01
allergies,0.0,0.01
allergy,0.0,0.01
aloof,0.0,0.01
altercation,0.0,0.01
ambiguity,0.0,0.01
ambiguous,0.0,0.01
ambivalence,0.0,0.01
ambivalent,0.0,0.01
ambush,0.0,0.01
amiss,0.0,0.01
amputate,0.0,0.01
anarchism,0.0,0.01
anarchist,0.0,0.01
anarchistic,0.0,0.01
anarchy,0.0,0.01
anemic,0.0,0.01
anger,0.0,0.01
angrily,0.0,0.01
angriness,0.0,0.01
angry,0.0,0.01
anguish,0.0,0.01
animosity,0.0,0.01
annihilate,0.0,0.01
annihilation,0.0,0.01
annoy,0.0,0.01
annoyance,0.0,0.01
annoyances,0.0,0.01
annoyed,0.0,0.01
annoying,0.0,0.01
annoyingly,0.0,0.01
annoys,0.0,0.01
anomalous,0.0,0.01
anomaly,0.0,0.01
antagonism,0.0,0.01
antagonist,0.0,0.01
antagonistic,0.0,0.01
antagonize,0.0,0.01
anti-,0.0,0.01
anti-american,0.0,0.01
anti-israeli,0.0,0.01
anti-occupation,0.0,0.01
anti-proliferation,0.0,0.01
anti-semites,0.0,0.01
anti-social,0.0,0.01
anti-us,0.0,0.01
anti-white,0.0,0.01
antipathy,0.0,0.01
antiquated,0.0,0.01
antithetical,0.0,0.01
anxieties,0.0,0.01
anxiety,0.0,0.01
anxious,0.0,0.01
anxiously,0.0,0.01
anxiousness,0.0,0.01
apathetic,0.0,0.01
apathetically,0.0,0.01
apathy,0.0,0.01
apocalypse,0.0,0.01
apocalyptic,0.0,0.01
apologist,0.0,0.01
apologists,0.0,0.01
appal,0.0,0.01
appall,0.0,0.01
appalled,0.0,0.01
appalling,0.0,0.01
appallingly,0.0,0.01
apprehension,0.0,0.01
apprehensions,0.0,0.01
apprehensive,0.0,0.01
apprehensively,0.0,0.01
arbitrary,0.0,0.01
arcane,0.0,0.01
archaic,0.0,0.01
arduous,0.0,0.01
arduously,0.0,0.01
argumentative,0.0,0.01
arrogance,0.0,0.01
arrogant,0.0,0.01
arrogantly,0.0,0.01
ashamed,0.0,0.01
asinine,0.0,0.01
asininely,0.0,0.01
asinininity,0.0,0.01
askance,0.0,0.01
asperse,0.0,0.01
aspersion,0.0,0.01
aspersions,0.0,0.01
assail,0.0,0.01
assassin,0.0,0.01
assassinate,0.0,0.01
assault,0.0,0.01
assult,0.0,0.01
astray,0.0,0.01
asunder,0.0,0.01
atrocious,0.0,0.01
atrocities,0.0,0.01
atrocity,0.0,0.01
atrophy,0.0,0.01
attack,0.0,0.01
attacks,0.0,0.01
audacious,0.0,0.01
audaciously,0.0,0.01
audaciousness,0.0,0.01
audacity,0.0,0.01
audiciously,0.0,0.01
austere,0.0,0.01
authoritarian,0.0,0.01
autocrat,0.0,0.01
autocratic,0.0,0.01
avalanche,0.0,0.01
avarice,0.0,0.01
avaricious,0.0,0.01
avariciously,0.0,0.01
avenge,0.0,0.01
averse,0.0,0.01
aversion,0.0,0.01
aweful,0.0,0.01
awful,0.0,0.01
awfully,0.0,0.01
awfulness,0.0,0.01
awkward,0.0,0.01
awkwardness,0.0,0.01
ax,0.0,0.01
babble,0.0,0.01
back-logged,0.0,0.01
back-wood,0.0,0.01
back-woods,0.0,0.01
backache,0.0,0.01
backaches,0.0,0.01
backaching,0.0,0.01
backbite,0.0,0.01
backbiting,0.0,0.01
backward,0.0,0.01
backwardness,0.0,0.01
backwood,0.0,0.01
backwoods,0.0,0.01
bad,0.0,0.01
badly,0.0,0.01
baffle,0.0,0.01
baffled,0.0,0.01
bafflement,0.0,0.01
baffling,0.0,0.01
bait,0.0,0.01
balk,0.0,0.01
banal,0.0,0.01
